epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
123,334.75,0.69264,1.15421,0.51121,1.12539,0.92226,0.87739,0.94576,0.80382,0.92902,0.88382,0.9548,0.79294,0.62004,1.06786,0.48815,1.07162,0.000648071,0.000648071,0.000648071
124,337.498,0.68343,1.11623,0.50922,1.11291,0.91819,0.88746,0.94361,0.79292,0.92484,0.89389,0.95231,0.77821,0.6426,1.09107,0.49654,1.08052,0.000643101,0.000643101,0.000643101
125,340.141,0.75944,1.34413,0.57722,1.17329,0.88984,0.89389,0.94054,0.79021,0.89624,0.90032,0.94844,0.7732,0.66379,1.11188,0.4994,1.09868,0.000638115,0.000638115,0.000638115
126,342.296,0.74897,1.3677,0.57039,1.18165,0.86916,0.9164,0.94115,0.79324,0.87598,0.91961,0.94101,0.76773,0.63785,1.12648,0.50461,1.09071,0.000633115,0.000633115,0.000633115
127,344.946,0.75519,1.33447,0.57639,1.16606,0.88812,0.89711,0.93783,0.78953,0.89131,0.90032,0.93802,0.76064,0.63017,1.16384,0.50928,1.09584,0.000628101,0.000628101,0.000628101
128,347.551,0.74636,1.31281,0.5419,1.16631,0.8564,0.92926,0.93727,0.77871,0.8564,0.92926,0.93076,0.76166,0.64125,1.1748,0.51948,1.10041,0.000623074,0.000623074,0.000623074
129,350.453,0.74584,1.38897,0.57194,1.16818,0.89698,0.89593,0.9387,0.76508,0.90342,0.90236,0.94045,0.75127,0.69484,1.20975,0.52608,1.13136,0.000618034,0.000618034,0.000618034
130,352.915,0.74798,1.26798,0.55014,1.16775,0.90341,0.90218,0.94166,0.76186,0.9072,0.90354,0.93909,0.74366,0.69623,1.20614,0.51772,1.12777,0.000612981,0.000612981,0.000612981
131,355.71,0.75921,1.42577,0.56729,1.1842,0.9221,0.87543,0.93427,0.76974,0.9221,0.87543,0.93379,0.74961,0.664,1.18091,0.50625,1.11131,0.000607916,0.000607916,0.000607916
132,358.2,0.73921,1.22085,0.54064,1.1691,0.91619,0.88103,0.93849,0.76606,0.91285,0.87781,0.931,0.75066,0.67239,1.1416,0.5109,1.12975,0.00060284,0.00060284,0.00060284
133,360.717,0.69939,1.06919,0.5156,1.12365,0.91058,0.8513,0.92792,0.7534,0.9037,0.84486,0.91355,0.73659,0.68294,1.15175,0.54253,1.14165,0.000597754,0.000597754,0.000597754
134,363.509,0.75263,1.26752,0.54571,1.17149,0.89716,0.84566,0.92597,0.75855,0.89795,0.84887,0.91985,0.73639,0.66159,1.15741,0.54272,1.13127,0.000592657,0.000592657,0.000592657
135,366.425,0.72347,1.31733,0.52736,1.14926,0.8731,0.89389,0.938,0.77551,0.8731,0.89389,0.93211,0.7531,0.64986,1.13131,0.5042,1.12157,0.000587551,0.000587551,0.000587551
136,369.138,0.74983,1.25222,0.55478,1.17052,0.89815,0.89068,0.94086,0.77944,0.89338,0.88912,0.93371,0.76088,0.64761,1.12354,0.5104,1.11138,0.000582435,0.000582435,0.000582435
137,371.854,0.673,1.10897,0.5134,1.12431,0.85296,0.914,0.94215,0.78342,0.85299,0.91318,0.9339,0.76841,0.6451,1.12411,0.52011,1.10393,0.000577311,0.000577311,0.000577311
138,373.984,0.74571,1.24795,0.54848,1.1592,0.87594,0.90032,0.94467,0.78673,0.87281,0.89711,0.93793,0.77433,0.65516,1.11523,0.51782,1.10944,0.000572179,0.000572179,0.000572179
139,376.624,0.7407,1.31873,0.55331,1.1672,0.89633,0.89389,0.94496,0.7845,0.89955,0.89711,0.94114,0.77999,0.67194,1.10471,0.51783,1.12466,0.00056704,0.00056704,0.00056704
140,379.165,0.71622,1.25996,0.5227,1.14994,0.89642,0.90675,0.94765,0.78549,0.8996,0.90997,0.94687,0.7873,0.68313,1.08784,0.52016,1.13232,0.000561894,0.000561894,0.000561894
141,382.23,0.74414,1.37866,0.55831,1.165,0.90104,0.91318,0.94952,0.78638,0.89787,0.90997,0.94209,0.78273,0.67686,1.09069,0.539,1.13216,0.000556742,0.000556742,0.000556742
142,384.841,0.79332,1.26786,0.56592,1.21417,0.91266,0.90032,0.94405,0.79216,0.91592,0.90354,0.94607,0.78835,0.64921,1.111,0.52825,1.11133,0.000551584,0.000551584,0.000551584
143,387.666,0.71197,1.21891,0.53419,1.15767,0.91997,0.89711,0.94805,0.80073,0.92435,0.90032,0.94922,0.79261,0.62314,1.10768,0.50534,1.09061,0.000546421,0.000546421,0.000546421
144,390.475,0.75614,1.28856,0.55342,1.17501,0.9274,0.90369,0.94532,0.80637,0.934,0.91012,0.94855,0.78963,0.60765,1.09651,0.49266,1.07838,0.000541253,0.000541253,0.000541253
145,393.195,0.72484,1.31553,0.54472,1.17093,0.92069,0.8958,0.93943,0.79378,0.92069,0.8958,0.94097,0.77493,0.61282,1.11759,0.51675,1.07544,0.000536081,0.000536081,0.000536081
146,395.726,0.79239,1.45721,0.59064,1.21128,0.91612,0.87795,0.94388,0.78194,0.91276,0.87474,0.93655,0.76401,0.65134,1.16601,0.54691,1.09829,0.000530906,0.000530906,0.000530906
147,398.476,0.70886,1.16894,0.50627,1.16276,0.90134,0.88746,0.94412,0.78245,0.91533,0.87138,0.93813,0.76827,0.6538,1.15527,0.53648,1.10056,0.000525728,0.000525728,0.000525728
148,400.971,0.72966,1.35992,0.54059,1.1648,0.93031,0.85849,0.94314,0.79571,0.91072,0.86174,0.93802,0.77294,0.61639,1.12185,0.53167,1.08681,0.000520548,0.000520548,0.000520548
149,403.632,0.73222,1.213,0.52538,1.15695,0.85594,0.93614,0.9431,0.79719,0.86884,0.93248,0.94611,0.77588,0.60523,1.07086,0.52818,1.08002,0.000515366,0.000515366,0.000515366
150,406.024,0.74219,1.29496,0.53092,1.16245,0.86958,0.93248,0.94867,0.79206,0.87258,0.93569,0.94998,0.7833,0.62645,1.06341,0.51747,1.08678,0.000510184,0.000510184,0.000510184
151,408.734,0.69645,1.09473,0.49611,1.12855,0.89645,0.9164,0.94855,0.79406,0.8996,0.91961,0.94992,0.77929,0.63488,1.0713,0.50107,1.09288,0.000505,0.000505,0.000505
152,411.399,0.72177,1.25292,0.51061,1.17006,0.90621,0.92283,0.94559,0.79367,0.90937,0.92605,0.94858,0.7786,0.62994,1.08625,0.47332,1.09283,0.000499816,0.000499816,0.000499816
153,414.239,0.73561,1.33743,0.51597,1.15871,0.93068,0.90652,0.95449,0.80384,0.93068,0.90652,0.95613,0.78667,0.60905,1.075,0.45895,1.07278,0.000494634,0.000494634,0.000494634
154,416.884,0.71283,1.29396,0.50262,1.15188,0.92419,0.90158,0.95028,0.79673,0.92749,0.90479,0.9521,0.78521,0.63747,1.08905,0.46299,1.08801,0.000489452,0.000489452,0.000489452
155,419.416,0.67921,1.07936,0.48633,1.12243,0.91556,0.90645,0.9487,0.78734,0.91556,0.90645,0.94981,0.78255,0.65771,1.09674,0.47514,1.09335,0.000484272,0.000484272,0.000484272
156,422.266,0.76933,1.43908,0.53252,1.18574,0.87999,0.91961,0.94676,0.78909,0.88549,0.92003,0.94621,0.78344,0.65974,1.12061,0.49293,1.09387,0.000479094,0.000479094,0.000479094
157,424.901,0.69402,1.26818,0.51501,1.13402,0.91044,0.88258,0.94474,0.78544,0.91087,0.89389,0.94571,0.78353,0.66854,1.14543,0.49332,1.09263,0.000473919,0.000473919,0.000473919
158,428.141,0.68961,1.19476,0.50325,1.11922,0.89106,0.90997,0.94344,0.78355,0.88828,0.92926,0.9491,0.78667,0.67967,1.14498,0.49237,1.08963,0.000468747,0.000468747,0.000468747
159,431.749,0.67651,1.15925,0.4917,1.09619,0.89796,0.90997,0.94507,0.78922,0.90318,0.9164,0.95257,0.79572,0.66933,1.14395,0.47833,1.09297,0.000463579,0.000463579,0.000463579
160,434.767,0.73487,1.26833,0.52093,1.14818,0.90873,0.89639,0.94548,0.79543,0.90344,0.91318,0.95307,0.7933,0.6497,1.16112,0.48241,1.09925,0.000458416,0.000458416,0.000458416
161,437.059,0.76486,1.39439,0.54082,1.18402,0.88901,0.90145,0.94809,0.79947,0.89869,0.91275,0.95287,0.79732,0.63313,1.18244,0.47485,1.10183,0.000453258,0.000453258,0.000453258
162,439.704,0.67514,1.0685,0.47692,1.11244,0.90782,0.88672,0.94985,0.80211,0.90164,0.90032,0.95076,0.79706,0.62498,1.17545,0.48031,1.09777,0.000448106,0.000448106,0.000448106
163,442.364,0.6808,1.02542,0.48155,1.10289,0.90576,0.90675,0.94979,0.80547,0.91432,0.89068,0.95489,0.78966,0.61476,1.1524,0.48532,1.08948,0.00044296,0.00044296,0.00044296
164,445.177,0.65463,1.06667,0.47359,1.10202,0.89884,0.9142,0.95014,0.80938,0.91439,0.90354,0.95197,0.79744,0.62297,1.11913,0.4795,1.0958,0.000437821,0.000437821,0.000437821
165,447.92,0.63105,1.04034,0.45952,1.07726,0.89127,0.92254,0.95182,0.79782,0.90852,0.90354,0.95145,0.79791,0.61695,1.10034,0.47586,1.08683,0.000432689,0.000432689,0.000432689
166,450.55,0.62741,1.05192,0.47005,1.08406,0.8931,0.91333,0.9477,0.79705,0.89624,0.91655,0.94788,0.79707,0.60232,1.10366,0.48192,1.0746,0.000427565,0.000427565,0.000427565
167,453.594,0.67253,1.13191,0.48005,1.09589,0.89923,0.88949,0.94624,0.79934,0.90269,0.89488,0.94577,0.79438,0.5934,1.12549,0.48613,1.06832,0.000422449,0.000422449,0.000422449
168,456.258,0.67876,1.20453,0.49426,1.12822,0.91132,0.89219,0.94211,0.7962,0.91138,0.89288,0.93946,0.78346,0.5897,1.16235,0.49557,1.07041,0.000417343,0.000417343,0.000417343
169,459.023,0.6491,1.05833,0.469,1.103,0.90456,0.8746,0.93685,0.78872,0.90422,0.88027,0.93209,0.77314,0.59596,1.20304,0.50886,1.07602,0.000412246,0.000412246,0.000412246
170,461.702,0.69372,1.26182,0.50136,1.13655,0.87635,0.88875,0.93139,0.77723,0.87804,0.87968,0.92838,0.76517,0.62295,1.26808,0.51382,1.08954,0.00040716,0.00040716,0.00040716
171,464.339,0.72769,1.25184,0.54986,1.16736,0.89355,0.8637,0.93419,0.77166,0.89688,0.86691,0.93156,0.76771,0.65415,1.27701,0.51044,1.10538,0.000402084,0.000402084,0.000402084
172,467.08,0.68507,1.19116,0.49185,1.13869,0.9129,0.87781,0.94006,0.77773,0.91306,0.87796,0.94069,0.77679,0.66985,1.22896,0.49077,1.10998,0.000397019,0.000397019,0.000397019
173,469.253,0.68567,1.11267,0.48272,1.10245,0.93003,0.88103,0.94758,0.78581,0.87431,0.93942,0.9531,0.79181,0.66152,1.15135,0.47255,1.10539,0.000391966,0.000391966,0.000391966
174,471.828,0.66723,1.10162,0.47237,1.10534,0.9227,0.91961,0.95977,0.80184,0.92592,0.92283,0.95979,0.80321,0.63791,1.08426,0.44988,1.09067,0.000386926,0.000386926,0.000386926
175,474.405,0.6613,1.13316,0.46446,1.10985,0.92329,0.92883,0.95989,0.81047,0.93035,0.92926,0.96222,0.80421,0.61092,1.04841,0.43618,1.07295,0.000381899,0.000381899,0.000381899
176,477.194,0.7081,1.32775,0.51468,1.16115,0.91729,0.95177,0.95986,0.81544,0.91729,0.95177,0.96436,0.80492,0.59953,1.04298,0.42554,1.06429,0.000376885,0.000376885,0.000376885
177,479.921,0.70536,1.20204,0.51371,1.12514,0.94048,0.9146,0.96132,0.81628,0.94379,0.91782,0.9661,0.80106,0.60018,1.06269,0.42147,1.06685,0.000371885,0.000371885,0.000371885
178,482.478,0.62772,1.01173,0.43237,1.08257,0.91298,0.94459,0.9589,0.81244,0.91609,0.9478,0.96471,0.79866,0.61001,1.08347,0.42827,1.0761,0.000366899,0.000366899,0.000366899
179,485.33,0.7086,1.16345,0.50124,1.13946,0.91529,0.93891,0.95457,0.81039,0.91843,0.94133,0.96376,0.79871,0.60086,1.09689,0.43243,1.07634,0.000361929,0.000361929,0.000361929
180,487.992,0.64723,1.12009,0.45408,1.10347,0.91833,0.93891,0.95441,0.81755,0.92409,0.94534,0.96125,0.7995,0.58841,1.0965,0.42795,1.07573,0.000356975,0.000356975,0.000356975
181,490.632,0.62891,1.00017,0.45288,1.09139,0.91827,0.93934,0.95684,0.8186,0.92628,0.94534,0.96024,0.80395,0.59765,1.09999,0.42847,1.08118,0.000352037,0.000352037,0.000352037
182,493.546,0.76511,1.35345,0.51557,1.17921,0.91878,0.92605,0.9585,0.81588,0.92835,0.93569,0.95932,0.80275,0.61417,1.11302,0.43655,1.0877,0.000347115,0.000347115,0.000347115
183,496.008,0.62984,1.04324,0.45129,1.08012,0.91142,0.92632,0.95681,0.81795,0.91774,0.93275,0.95621,0.79678,0.61922,1.1314,0.4489,1.08676,0.000342211,0.000342211,0.000342211
184,498.57,0.65932,1.20831,0.48136,1.0947,0.92112,0.90118,0.95158,0.81485,0.92441,0.90439,0.9494,0.79095,0.6061,1.122,0.46259,1.07292,0.000337325,0.000337325,0.000337325
185,500.491,0.5974,0.97502,0.42468,1.05241,0.92109,0.89068,0.94901,0.81483,0.92479,0.89389,0.94572,0.79451,0.59188,1.10158,0.47915,1.06206,0.000332457,0.000332457,0.000332457
186,503.105,0.68676,1.16138,0.4948,1.12216,0.91401,0.88746,0.94619,0.81496,0.92086,0.89389,0.94545,0.80159,0.58327,1.06463,0.49231,1.05351,0.000327608,0.000327608,0.000327608
187,505.605,0.74275,1.31112,0.53241,1.16774,0.88548,0.91991,0.94783,0.82013,0.89153,0.92495,0.94685,0.80559,0.57362,1.02488,0.47642,1.0481,0.000322778,0.000322778,0.000322778
188,508.312,0.65726,1.19457,0.47561,1.11617,0.89964,0.92926,0.95203,0.82877,0.90621,0.93569,0.9497,0.81357,0.57121,0.99607,0.46459,1.05106,0.000317969,0.000317969,0.000317969
189,511.257,0.63684,1.0252,0.44799,1.09154,0.91955,0.91877,0.95595,0.83238,0.92603,0.92583,0.95357,0.81723,0.56318,1.0013,0.45486,1.04163,0.00031318,0.00031318,0.00031318
190,513.797,0.66361,1.13992,0.48009,1.10955,0.92836,0.91669,0.95803,0.82818,0.93487,0.92312,0.95612,0.81688,0.5746,1.01353,0.4538,1.04474,0.000308412,0.000308412,0.000308412
191,516.412,0.68467,1.14981,0.48271,1.12248,0.93765,0.92605,0.95818,0.82393,0.94416,0.93248,0.95745,0.81303,0.59252,1.03003,0.45128,1.05145,0.000303665,0.000303665,0.000303665
192,518.96,0.70053,1.25214,0.49661,1.11938,0.92553,0.91916,0.95446,0.81511,0.95242,0.91318,0.95751,0.80992,0.61012,1.05616,0.44439,1.06249,0.000298941,0.000298941,0.000298941
193,521.468,0.65252,1.11105,0.47004,1.11478,0.93537,0.90032,0.9512,0.81883,0.94976,0.90997,0.9567,0.80893,0.61035,1.04532,0.43913,1.06483,0.000294239,0.000294239,0.000294239
194,524.026,0.70965,1.30851,0.51382,1.15802,0.93334,0.90042,0.95171,0.82102,0.94491,0.90675,0.95295,0.8098,0.59213,1.04215,0.44166,1.05629,0.000289561,0.000289561,0.000289561
195,526.91,0.65222,1.10938,0.44505,1.09628,0.92153,0.90625,0.9485,0.81949,0.92815,0.91377,0.9511,0.80698,0.58649,1.03674,0.44369,1.05942,0.000284906,0.000284906,0.000284906
196,529.432,0.64928,1.09296,0.47892,1.09409,0.91527,0.90997,0.94953,0.81908,0.92243,0.91766,0.95206,0.80766,0.58619,1.02324,0.44396,1.06249,0.000280275,0.000280275,0.000280275
197,532.006,0.64158,1.13184,0.45603,1.06395,0.90458,0.91444,0.95143,0.81925,0.93688,0.90032,0.95224,0.80778,0.58583,1.00887,0.45186,1.06215,0.000275668,0.000275668,0.000275668
198,534.487,0.64042,1.09244,0.45953,1.08004,0.91085,0.90032,0.95165,0.81915,0.9325,0.89711,0.95054,0.81091,0.59034,1.00836,0.46481,1.06303,0.000271087,0.000271087,0.000271087
199,537.215,0.63675,0.97954,0.44366,1.08608,0.89405,0.92605,0.94896,0.80833,0.89985,0.92446,0.94369,0.80278,0.6048,1.01777,0.4838,1.07588,0.000266532,0.000266532,0.000266532
200,540.238,0.60667,0.98398,0.4307,1.07324,0.88985,0.92926,0.94913,0.80694,0.89945,0.92926,0.94596,0.80315,0.60611,1.01444,0.48812,1.08243,0.000262003,0.000262003,0.000262003
201,543.064,0.65807,1.16181,0.49265,1.10946,0.89482,0.91961,0.95084,0.81705,0.90142,0.92605,0.94796,0.80877,0.58706,0.99909,0.47284,1.07188,0.0002575,0.0002575,0.0002575
202,545.567,0.68616,1.21241,0.4792,1.13198,0.90819,0.9164,0.95759,0.83109,0.91476,0.92283,0.95853,0.82008,0.56269,0.97867,0.45356,1.05888,0.000253024,0.000253024,0.000253024
203,548.55,0.64589,1.11016,0.45356,1.09507,0.91383,0.92926,0.96154,0.83481,0.92015,0.93569,0.95761,0.81956,0.55394,0.96915,0.44271,1.05437,0.000248577,0.000248577,0.000248577
204,551.564,0.66099,1.20183,0.45956,1.11019,0.91954,0.91872,0.96274,0.83246,0.92595,0.92471,0.96368,0.8167,0.5595,0.97783,0.43384,1.05612,0.000244157,0.000244157,0.000244157
205,554.503,0.63209,0.99798,0.45079,1.09371,0.93264,0.90675,0.96235,0.83162,0.93925,0.91318,0.96263,0.81063,0.56659,0.99096,0.43359,1.05792,0.000239766,0.000239766,0.000239766
206,557.571,0.65328,1.20516,0.47697,1.10826,0.93251,0.90675,0.96071,0.82835,0.94243,0.9164,0.96144,0.80605,0.57591,1.01412,0.43851,1.06096,0.000235404,0.000235404,0.000235404
207,560.443,0.63691,1.0804,0.44692,1.09305,0.92499,0.91961,0.95891,0.82577,0.94081,0.91997,0.95992,0.80405,0.57157,1.03392,0.44437,1.04815,0.000231071,0.000231071,0.000231071
208,563.276,0.65036,1.08935,0.43942,1.09391,0.91226,0.92283,0.95684,0.82178,0.94318,0.91318,0.95842,0.80539,0.57364,1.05429,0.44903,1.04649,0.000226769,0.000226769,0.000226769
209,565.499,0.60587,1.04206,0.44635,1.08273,0.90851,0.926,0.95362,0.82206,0.94628,0.90621,0.95635,0.80461,0.57232,1.06886,0.45308,1.04704,0.000222497,0.000222497,0.000222497
210,568.44,0.62814,1.10699,0.43212,1.07655,0.91603,0.91202,0.95001,0.81586,0.92229,0.91586,0.95226,0.80262,0.57276,1.07064,0.45436,1.05042,0.000218256,0.000218256,0.000218256
211,571.156,0.66945,1.19769,0.48165,1.13951,0.90678,0.90704,0.94624,0.81778,0.91847,0.90558,0.95009,0.80371,0.57334,1.0639,0.45072,1.05345,0.000214046,0.000214046,0.000214046
212,574.674,0.64852,1.11187,0.44241,1.10091,0.91816,0.9018,0.94577,0.81826,0.9256,0.89389,0.94584,0.80536,0.57385,1.05572,0.44994,1.05589,0.000209869,0.000209869,0.000209869
213,577.247,0.62609,1.10375,0.42574,1.09035,0.92656,0.89068,0.94565,0.81727,0.93043,0.89389,0.94834,0.8075,0.56744,1.04909,0.44445,1.05207,0.000205723,0.000205723,0.000205723
214,579.915,0.60175,1.01425,0.43796,1.0711,0.92688,0.89673,0.95272,0.81992,0.93021,0.89995,0.94949,0.80991,0.56303,1.04351,0.43897,1.04975,0.000201611,0.000201611,0.000201611
215,582.809,0.62356,1.08471,0.44556,1.07954,0.91511,0.90118,0.94722,0.81943,0.92172,0.90862,0.94941,0.81336,0.56119,1.03195,0.43314,1.04923,0.000197532,0.000197532,0.000197532
216,585.477,0.61884,1.09902,0.43701,1.06959,0.92001,0.89711,0.94927,0.82466,0.91463,0.92283,0.95114,0.81981,0.5606,1.03582,0.43041,1.05007,0.000193486,0.000193486,0.000193486
217,588.365,0.65985,1.15663,0.46539,1.1085,0.92768,0.90675,0.95738,0.82686,0.92704,0.92283,0.95506,0.82067,0.55393,1.03892,0.4238,1.04736,0.000189475,0.000189475,0.000189475
218,591.286,0.59248,0.98727,0.40812,1.05114,0.93405,0.9108,0.95396,0.82579,0.93798,0.92605,0.9579,0.82028,0.55441,1.03853,0.41848,1.05029,0.000185498,0.000185498,0.000185498
219,593.998,0.61287,1.12194,0.42311,1.08191,0.9372,0.9118,0.95271,0.82471,0.94712,0.92145,0.95856,0.82117,0.55757,1.04136,0.41139,1.05323,0.000181557,0.000181557,0.000181557
220,596.048,0.63689,1.1666,0.45435,1.10948,0.94187,0.90997,0.95296,0.8234,0.95008,0.92605,0.957,0.81906,0.5613,1.01813,0.40879,1.05758,0.000177651,0.000177651,0.000177651
221,598.911,0.63682,1.03136,0.43508,1.08838,0.93463,0.91961,0.95443,0.82308,0.93815,0.92926,0.95607,0.82056,0.56462,1.02535,0.41023,1.06072,0.00017378,0.00017378,0.00017378
222,601.56,0.65805,1.19202,0.45266,1.09885,0.92937,0.91961,0.9528,0.82398,0.93599,0.92605,0.95263,0.82053,0.5677,1.02399,0.41084,1.06411,0.000169946,0.000169946,0.000169946
223,604.376,0.55171,0.89536,0.401,1.04134,0.92376,0.9164,0.95273,0.8274,0.93024,0.92283,0.95261,0.81936,0.56922,1.02673,0.41389,1.06612,0.000166149,0.000166149,0.000166149
224,607.252,0.63862,1.15142,0.42174,1.10099,0.92303,0.92546,0.95125,0.82377,0.92599,0.92531,0.94968,0.81831,0.57122,1.0184,0.41609,1.06803,0.000162389,0.000162389,0.000162389
225,609.86,0.67276,1.20336,0.48667,1.12682,0.92436,0.91318,0.95019,0.82441,0.93412,0.92283,0.95081,0.81906,0.5714,1.01584,0.42044,1.06791,0.000158667,0.000158667,0.000158667
226,612.659,0.62246,1.05328,0.43407,1.07695,0.92242,0.9164,0.9499,0.82371,0.93246,0.92605,0.95063,0.82123,0.56893,1.00848,0.42563,1.06623,0.000154982,0.000154982,0.000154982
227,615.377,0.59775,0.97168,0.40174,1.07315,0.91698,0.92605,0.94981,0.82552,0.92659,0.93569,0.95068,0.82109,0.56252,1.01019,0.42506,1.06241,0.000151336,0.000151336,0.000151336
228,617.993,0.63474,1.10463,0.41992,1.0851,0.91675,0.92056,0.95006,0.82609,0.93036,0.92283,0.94811,0.81709,0.55981,1.01833,0.42241,1.06024,0.000147729,0.000147729,0.000147729
229,620.792,0.57884,0.98826,0.4056,1.04808,0.93342,0.90154,0.95011,0.82554,0.94673,0.9144,0.95124,0.81792,0.55723,1.0244,0.41568,1.05633,0.000144161,0.000144161,0.000144161
230,623.746,0.60775,1.04302,0.39255,1.05802,0.93249,0.90675,0.95193,0.82448,0.94274,0.9164,0.95228,0.81671,0.55736,1.03432,0.40877,1.05433,0.000140632,0.000140632,0.000140632
231,626.295,0.59654,0.99761,0.41879,1.05445,0.93366,0.90675,0.95241,0.82537,0.94359,0.9164,0.95343,0.81637,0.55804,1.04159,0.40697,1.05172,0.000137143,0.000137143,0.000137143
232,628.581,0.57945,0.97043,0.41222,1.04214,0.92282,0.92283,0.95423,0.82853,0.92972,0.92926,0.95479,0.81717,0.55756,1.04111,0.40732,1.04677,0.000133695,0.000133695,0.000133695
233,631.357,0.63265,1.03651,0.41213,1.08832,0.92442,0.92283,0.95302,0.8283,0.93086,0.92926,0.95481,0.81537,0.55522,1.03508,0.40431,1.04285,0.000130287,0.000130287,0.000130287
234,634.031,0.6069,1.00019,0.39897,1.0782,0.91435,0.92283,0.95324,0.82994,0.92148,0.92926,0.95643,0.8175,0.55423,1.03295,0.4014,1.03976,0.000126921,0.000126921,0.000126921
235,636.875,0.62041,1.06129,0.4176,1.07501,0.89736,0.93569,0.95321,0.83483,0.94933,0.90354,0.95628,0.81747,0.55339,1.03434,0.40443,1.03895,0.000123596,0.000123596,0.000123596
236,639.784,0.58023,0.97204,0.3939,1.05501,0.91103,0.91961,0.95341,0.83621,0.93565,0.90997,0.95644,0.82145,0.54929,1.02798,0.40796,1.03618,0.000120313,0.000120313,0.000120313
237,642.967,0.60291,1.05598,0.3983,1.06396,0.89432,0.93891,0.95324,0.83729,0.93114,0.91301,0.95639,0.8181,0.54429,1.02412,0.40957,1.03445,0.000117072,0.000117072,0.000117072
238,646.215,0.61354,0.96277,0.40324,1.05757,0.91084,0.91979,0.95265,0.83895,0.92083,0.92605,0.9554,0.81956,0.54143,1.02199,0.41376,1.03439,0.000113873,0.000113873,0.000113873
239,649.178,0.59467,0.9805,0.38692,1.06523,0.90344,0.92605,0.95127,0.84084,0.91183,0.93108,0.95378,0.81898,0.53796,1.01882,0.41796,1.03498,0.000110718,0.000110718,0.000110718
240,652.264,0.67532,1.20963,0.45809,1.11525,0.88929,0.92926,0.95076,0.83816,0.89545,0.93569,0.95362,0.81813,0.53851,1.01974,0.41983,1.03527,0.000107605,0.000107605,0.000107605
241,655.134,0.59788,0.98416,0.39826,1.06115,0.8878,0.93891,0.95074,0.83562,0.89617,0.94534,0.95396,0.81781,0.54002,1.02369,0.41857,1.03586,0.000104537,0.000104537,0.000104537
242,657.947,0.60556,1.00995,0.41689,1.07219,0.88035,0.94212,0.94983,0.83524,0.88593,0.94534,0.95329,0.81653,0.54412,1.02889,0.42083,1.03736,0.000101512,0.000101512,0.000101512
243,660.241,0.68918,1.28976,0.45485,1.12548,0.88103,0.94212,0.95027,0.83485,0.88404,0.94534,0.95412,0.81816,0.5503,1.03614,0.42101,1.03977,9.85311e-05,9.85311e-05,9.85311e-05
244,663.463,0.57373,0.99902,0.38455,1.03714,0.88269,0.94354,0.95229,0.83722,0.88561,0.94593,0.95525,0.82007,0.55582,1.03362,0.41425,1.04116,9.55951e-05,9.55951e-05,9.55951e-05
245,666.472,0.62827,1.0097,0.39975,1.06552,0.90261,0.93248,0.954,0.83875,0.90261,0.93248,0.95592,0.82183,0.55961,1.02528,0.40617,1.04271,9.2704e-05,9.2704e-05,9.2704e-05
246,669.5,0.62061,1.06015,0.42599,1.1006,0.89011,0.93763,0.95548,0.83899,0.89011,0.93763,0.95636,0.82377,0.55995,1.0156,0.40292,1.04369,8.98581e-05,8.98581e-05,8.98581e-05
247,672.304,0.61125,1.02452,0.40835,1.07353,0.89762,0.93033,0.95632,0.84384,0.95279,0.89068,0.95814,0.82658,0.55437,1.00489,0.39478,1.0418,8.70577e-05,8.70577e-05,8.70577e-05
248,675.005,0.59494,1.01314,0.40209,1.05875,0.90601,0.93569,0.9594,0.84247,0.95177,0.88838,0.95843,0.82695,0.55122,0.99486,0.39207,1.04187,8.43031e-05,8.43031e-05,8.43031e-05
249,677.941,0.649,1.06068,0.42391,1.07986,0.90708,0.93569,0.9593,0.84191,0.95542,0.89594,0.95817,0.82968,0.54878,0.98295,0.39068,1.04277,8.15947e-05,8.15947e-05,8.15947e-05
250,680.561,0.57812,0.91928,0.38458,1.03407,0.9551,0.88911,0.95824,0.84067,0.96204,0.89068,0.95731,0.82968,0.54777,0.97267,0.38914,1.04506,7.89327e-05,7.89327e-05,7.89327e-05
251,683.442,0.54469,0.8742,0.37076,1.0219,0.95844,0.88975,0.95557,0.84248,0.96181,0.89076,0.95698,0.82829,0.54518,0.97238,0.38978,1.04438,7.63174e-05,7.63174e-05,7.63174e-05
252,686.497,0.61134,1.11017,0.40121,1.07113,0.90719,0.92605,0.95571,0.84215,0.96861,0.89293,0.95743,0.83071,0.54429,0.97227,0.38929,1.04395,7.37492e-05,7.37492e-05,7.37492e-05
253,689.714,0.57481,0.99194,0.39729,1.04342,0.90888,0.93012,0.95522,0.84096,0.91202,0.93333,0.9577,0.83058,0.54498,0.9737,0.39185,1.04522,7.12282e-05,7.12282e-05,7.12282e-05
254,692.125,0.62794,1.12092,0.41306,1.10017,0.91912,0.91346,0.95443,0.84182,0.95169,0.88746,0.95654,0.82877,0.54552,0.97602,0.39452,1.04613,6.87548e-05,6.87548e-05,6.87548e-05
